distribution,order_size,condition_index,seed,method,completed,distance,optimality_gap,runtime
clustered,5,18,540017,Exact,True,56.0,0.0,0.0005814158357679844
clustered,5,18,540017,S-shape,True,82.0,46.42857142857143,7.849978283047676e-05
clustered,5,18,540017,Return,True,56.0,0.0,7.675029337406158e-05
clustered,5,18,540017,Largest Gap,True,68.0,21.428571428571427,7.66669400036335e-05
clustered,5,18,540017,DQN,True,56.0,0.0,0.005890041124075651
clustered,5,19,540018,Exact,True,64.0,0.0,0.0005101673305034637
clustered,5,19,540018,S-shape,True,78.0,21.875,7.82911665737629e-05
clustered,5,19,540018,Return,True,70.0,9.375,7.600011304020882e-05
clustered,5,19,540018,Largest Gap,True,66.0,3.125,7.529184222221375e-05
clustered,5,19,540018,DQN,True,70.0,9.375,0.007375792134553194
clustered,5,20,540019,Exact,True,32.0,0.0,0.00018508266657590866
clustered,5,20,540019,S-shape,True,32.0,0.0,7.704133167862892e-05
clustered,5,20,540019,Return,True,54.0,68.75,7.695797830820084e-05
clustered,5,20,540019,Largest Gap,True,32.0,0.0,7.512466982007027e-05
clustered,5,20,540019,DQN,False,nan,nan,0.026125040836632252
clustered,5,21,540020,Exact,True,54.0,0.0,0.0004520420916378498
clustered,5,21,540020,S-shape,True,74.0,37.03703703703704,7.7791977673769e-05
clustered,5,21,540020,Return,True,70.0,29.629629629629626,7.649976760149002e-05
clustered,5,21,540020,Largest Gap,True,58.0,7.4074074074074066,7.625017315149307e-05
clustered,5,21,540020,DQN,True,70.0,29.629629629629626,0.00735620828345418
clustered,5,22,540021,Exact,True,66.0,0.0,0.0005795001052320004
clustered,5,22,540021,S-shape,True,82.0,24.242424242424242,7.629208266735077e-05
clustered,5,22,540021,Return,True,86.0,30.303030303030305,7.50841572880745e-05
clustered,5,22,540021,Largest Gap,True,68.0,3.0303030303030303,7.879175245761871e-05
clustered,5,22,540021,DQN,True,86.0,30.303030303030305,0.00904112495481968
clustered,5,23,540022,Exact,True,48.0,0.0,0.00044400012120604515
clustered,5,23,540022,S-shape,True,48.0,0.0,7.637497037649155e-05
clustered,5,23,540022,Return,True,56.0,16.666666666666664,7.516704499721527e-05
clustered,5,23,540022,Largest Gap,True,48.0,0.0,7.38753005862236e-05
clustered,5,23,540022,DQN,True,56.0,16.666666666666664,0.005908291786909103
clustered,5,24,540023,Exact,True,36.0,0.0,0.00025683315470814705
clustered,5,24,540023,S-shape,True,36.0,0.0,7.670791819691658e-05
clustered,5,24,540023,Return,True,40.0,11.11111111111111,7.474981248378754e-05
clustered,5,24,540023,Largest Gap,True,36.0,0.0,7.433397695422173e-05
clustered,5,24,540023,DQN,False,nan,nan,0.026084292214363813
clustered,5,25,540024,Exact,True,62.0,0.0,0.0005141249857842922
clustered,5,25,540024,S-shape,True,78.0,25.806451612903224,7.766718044877052e-05
clustered,5,25,540024,Return,True,72.0,16.129032258064516,7.61672854423523e-05
clustered,5,25,540024,Largest Gap,True,64.0,3.225806451612903,7.524993270635605e-05
clustered,5,25,540024,DQN,True,72.0,16.129032258064516,0.007571708876639605
clustered,5,26,540025,Exact,True,48.0,0.0,0.00025025010108947754
clustered,5,26,540025,S-shape,True,62.0,29.166666666666668,7.66250304877758e-05
clustered,5,26,540025,Return,True,54.0,12.5,7.408298552036285e-05
clustered,5,26,540025,Largest Gap,True,48.0,0.0,7.804110646247864e-05
clustered,5,26,540025,DQN,False,nan,nan,0.02614741725847125
clustered,5,27,540026,Exact,True,58.0,0.0,0.0004553329199552536
clustered,5,27,540026,S-shape,True,74.0,27.586206896551722,7.879221811890602e-05
clustered,5,27,540026,Return,True,76.0,31.03448275862069,7.600011304020882e-05
clustered,5,27,540026,Largest Gap,True,62.0,6.896551724137931,7.566716521978378e-05
clustered,5,27,540026,DQN,True,76.0,31.03448275862069,0.00804095808416605
clustered,5,28,540027,Exact,True,54.0,0.0,0.00044133327901363373
clustered,5,28,540027,S-shape,True,74.0,37.03703703703704,7.791677489876747e-05
clustered,5,28,540027,Return,True,64.0,18.51851851851852,7.600011304020882e-05
clustered,5,28,540027,Largest Gap,True,54.0,0.0,7.595820352435112e-05
clustered,5,28,540027,DQN,True,64.0,18.51851851851852,0.0067459167912602425
clustered,5,29,540028,Exact,True,62.0,0.0,0.0005855830386281013
clustered,5,29,540028,S-shape,True,82.0,32.25806451612903,7.754098623991013e-05
clustered,5,29,540028,Return,True,78.0,25.806451612903224,7.654214277863503e-05
clustered,5,29,540028,Largest Gap,True,70.0,12.903225806451612,7.629208266735077e-05
clustered,5,29,540028,DQN,True,78.0,25.806451612903224,0.00820708367973566
clustered,5,30,540029,Exact,True,46.0,0.0,0.0002520419657230377
clustered,5,30,540029,S-shape,True,62.0,34.78260869565217,7.729185745120049e-05
clustered,5,30,540029,Return,True,58.0,26.08695652173913,7.533421739935875e-05
clustered,5,30,540029,Largest Gap,True,46.0,0.0,7.524993270635605e-05
clustered,5,30,540029,DQN,False,nan,nan,0.026180457789450884
clustered,5,31,540030,Exact,True,56.0,0.0,0.0004403330385684967
clustered,5,31,540030,S-shape,True,74.0,32.142857142857146,7.795915007591248e-05
clustered,5,31,540030,Return,True,58.0,3.571428571428571,7.499987259507179e-05
clustered,5,31,540030,Largest Gap,True,56.0,0.0,7.566623389720917e-05
clustered,5,31,540030,DQN,True,58.0,3.571428571428571,0.006120749749243259
clustered,5,32,540031,Exact,True,54.0,0.0,0.0005733342841267586
clustered,5,32,540031,S-shape,True,82.0,51.85185185185185,7.795915007591248e-05
clustered,5,32,540031,Return,True,54.0,0.0,7.545808330178261e-05
clustered,5,32,540031,Largest Gap,True,70.0,29.629629629629626,7.60830007493496e-05
clustered,5,32,540031,DQN,True,54.0,0.0,0.005717957857996225
clustered,5,33,540032,Exact,True,44.0,0.0,0.0002893330529332161
clustered,5,33,540032,S-shape,True,62.0,40.909090909090914,7.724994793534279e-05
clustered,5,33,540032,Return,True,56.0,27.27272727272727,7.704086601734161e-05
clustered,5,33,540032,Largest Gap,True,44.0,0.0,7.504178211092949e-05
clustered,5,33,540032,DQN,False,nan,nan,0.02648070827126503
clustered,5,34,540033,Exact,True,42.0,0.0,0.00037133414298295975
clustered,5,34,540033,S-shape,True,66.0,57.14285714285714,7.99582339823246e-05
clustered,5,34,540033,Return,True,80.0,90.47619047619048,7.77076929807663e-05
clustered,5,34,540033,Largest Gap,True,52.0,23.809523809523807,7.60830007493496e-05
clustered,5,34,540033,DQN,False,nan,nan,0.02632795786485076
clustered,5,35,540034,Exact,True,48.0,0.0,0.00046108290553092957
clustered,5,35,540034,S-shape,True,48.0,0.0,7.874984294176102e-05
clustered,5,35,540034,Return,True,50.0,4.166666666666666,7.658405229449272e-05
clustered,5,35,540034,Largest Gap,True,48.0,0.0,7.524993270635605e-05
clustered,5,35,540034,DQN,True,50.0,4.166666666666666,0.005338666029274464
clustered,5,36,540035,Exact,True,62.0,0.0,0.0006133751012384892
clustered,5,36,540035,S-shape,True,82.0,32.25806451612903,7.94166699051857e-05
clustered,5,36,540035,Return,True,68.0,9.67741935483871,7.620779797434807e-05
clustered,5,36,540035,Largest Gap,True,66.0,6.451612903225806,7.575005292892456e-05
clustered,5,36,540035,DQN,True,68.0,9.67741935483871,0.0072007919661700726
clustered,5,37,540036,Exact,True,48.0,0.0,0.0004591247998178005
clustered,5,37,540036,S-shape,True,48.0,0.0,7.77500681579113e-05
clustered,5,37,540036,Return,True,66.0,37.5,7.612491026520729e-05
clustered,5,37,540036,Largest Gap,True,48.0,0.0,7.316702976822853e-05
clustered,5,37,540036,DQN,True,66.0,37.5,0.007047499995678663
clustered,5,38,540037,Exact,True,46.0,0.0,0.000331999734044075
clustered,5,38,540037,S-shape,True,62.0,34.78260869565217,8.254218846559525e-05
clustered,5,38,540037,Return,True,56.0,21.73913043478261,7.795821875333786e-05
clustered,5,38,540037,Largest Gap,True,48.0,4.3478260869565215,7.88751058280468e-05
clustered,5,38,540037,DQN,False,nan,nan,0.026347249746322632
clustered,5,39,540038,Exact,True,44.0,0.0,0.00039237504824995995
clustered,5,39,540038,S-shape,True,44.0,0.0,7.766718044877052e-05
clustered,5,39,540038,Return,True,50.0,13.636363636363635,7.583294063806534e-05
clustered,5,39,540038,Largest Gap,True,44.0,0.0,7.304176688194275e-05
clustered,5,39,540038,DQN,True,50.0,13.636363636363635,0.005296334158629179
clustered,5,40,540039,Exact,True,58.0,0.0,0.0005656247958540916
clustered,5,40,540039,S-shape,True,82.0,41.37931034482759,7.720896974205971e-05
clustered,5,40,540039,Return,True,58.0,0.0,7.620779797434807e-05
clustered,5,40,540039,Largest Gap,True,58.0,0.0,7.54999928176403e-05
clustered,5,40,540039,DQN,True,58.0,0.0,0.006127583794295788
clustered,5,41,540040,Exact,True,44.0,0.0,0.000376374926418066
clustered,5,41,540040,S-shape,True,44.0,0.0,7.758429273962975e-05
clustered,5,41,540040,Return,True,62.0,40.909090909090914,7.570907473564148e-05
clustered,5,41,540040,Largest Gap,True,44.0,0.0,7.558288052678108e-05
clustered,5,41,540040,DQN,True,62.0,40.909090909090914,0.006544332951307297
clustered,5,42,540041,Exact,True,62.0,0.0,0.0005083340220153332
clustered,5,42,540041,S-shape,True,78.0,25.806451612903224,7.854215800762177e-05
clustered,5,42,540041,Return,True,72.0,16.129032258064516,7.520802319049835e-05
clustered,5,42,540041,Largest Gap,True,62.0,0.0,7.395772263407707e-05
clustered,5,42,540041,DQN,True,72.0,16.129032258064516,0.007571958005428314
clustered,5,43,540042,Exact,True,60.0,0.0,0.0005689579993486404
clustered,5,43,540042,S-shape,True,82.0,36.666666666666664,7.745809853076935e-05
clustered,5,43,540042,Return,True,78.0,30.0,7.570767775177956e-05
clustered,5,43,540042,Largest Gap,True,60.0,0.0,7.470883429050446e-05
clustered,5,43,540042,DQN,True,78.0,30.0,0.008192833047360182
clustered,5,44,540043,Exact,True,40.0,0.0,0.0003221249207854271
clustered,5,44,540043,S-shape,True,40.0,0.0,7.720896974205971e-05
clustered,5,44,540043,Return,True,50.0,25.0,7.620779797434807e-05
clustered,5,44,540043,Largest Gap,True,40.0,0.0,7.420778274536133e-05
clustered,5,44,540043,DQN,False,nan,nan,0.02642933279275894
clustered,5,45,540044,Exact,True,62.0,0.0,0.000578208826482296
clustered,5,45,540044,S-shape,True,82.0,32.25806451612903,7.695797830820084e-05
clustered,5,45,540044,Return,True,72.0,16.129032258064516,7.654167711734772e-05
clustered,5,45,540044,Largest Gap,True,66.0,6.451612903225806,7.920805364847183e-05
clustered,5,45,540044,DQN,True,72.0,16.129032258064516,0.007588834036141634
clustered,5,46,540045,Exact,True,52.0,0.0,0.0003908746875822544
clustered,5,46,540045,S-shape,True,70.0,34.61538461538461,7.762480527162552e-05
clustered,5,46,540045,Return,True,56.0,7.6923076923076925,7.595913484692574e-05
clustered,5,46,540045,Largest Gap,True,52.0,0.0,7.570814341306686e-05
clustered,5,46,540045,DQN,True,56.0,7.6923076923076925,0.005911624990403652
clustered,5,47,540046,Exact,True,60.0,0.0,0.0004364168271422386
clustered,5,47,540046,S-shape,True,74.0,23.333333333333332,7.758289575576782e-05
clustered,5,47,540046,Return,True,68.0,13.333333333333334,7.570814341306686e-05
clustered,5,47,540046,Largest Gap,True,60.0,0.0,7.524993270635605e-05
clustered,5,47,540046,DQN,True,68.0,13.333333333333334,0.00715412525460124
clustered,5,48,540047,Exact,True,58.0,0.0,0.0005705002695322037
clustered,5,48,540047,S-shape,True,82.0,41.37931034482759,7.833307608962059e-05
clustered,5,48,540047,Return,True,100.0,72.41379310344827,7.65831209719181e-05
clustered,5,48,540047,Largest Gap,True,70.0,20.689655172413794,7.61672854423523e-05
clustered,5,48,540047,DQN,False,nan,nan,0.02628404228016734
clustered,5,49,540048,Exact,True,44.0,0.0,0.00037800008431077003
clustered,5,49,540048,S-shape,True,44.0,0.0,8.062506094574928e-05
clustered,5,49,540048,Return,True,62.0,40.909090909090914,7.579196244478226e-05
clustered,5,49,540048,Largest Gap,True,44.0,0.0,7.445923984050751e-05
clustered,5,49,540048,DQN,True,62.0,40.909090909090914,0.006557832937687635
clustered,5,50,540049,Exact,True,40.0,0.0,0.0003114580176770687
clustered,5,50,540049,S-shape,True,40.0,0.0,7.762480527162552e-05
clustered,5,50,540049,Return,True,50.0,25.0,7.579242810606956e-05
clustered,5,50,540049,Largest Gap,True,40.0,0.0,7.441733032464981e-05
clustered,5,50,540049,DQN,True,50.0,25.0,0.005282666999846697
clustered,10,1,550000,Exact,True,52.0,0.0,0.0003210408613085747
clustered,10,1,550000,S-shape,True,66.0,26.923076923076923,7.862504571676254e-05
clustered,10,1,550000,Return,True,76.0,46.15384615384615,7.683318108320236e-05
clustered,10,1,550000,Largest Gap,True,58.0,11.538461538461538,7.720803841948509e-05
clustered,10,1,550000,DQN,False,nan,nan,0.026231541763991117
clustered,10,2,550001,Exact,True,60.0,0.0,0.0004537501372396946
clustered,10,2,550001,S-shape,True,74.0,23.333333333333332,7.966673001646996e-05
clustered,10,2,550001,Return,True,84.0,40.0,7.7791977673769e-05
clustered,10,2,550001,Largest Gap,True,66.0,10.0,9.416695684194565e-05
clustered,10,2,550001,DQN,True,84.0,40.0,0.008894457947462797
clustered,10,3,550002,Exact,True,38.0,0.0,0.0002710418775677681
clustered,10,3,550002,S-shape,True,62.0,63.1578947368421,7.799966260790825e-05
clustered,10,3,550002,Return,True,60.0,57.89473684210527,8.05421732366085e-05
clustered,10,3,550002,Largest Gap,True,52.0,36.84210526315789,7.750000804662704e-05
clustered,10,3,550002,DQN,False,nan,nan,0.02631004201248288
clustered,10,4,550003,Exact,True,54.0,0.0,0.00040008313953876495
clustered,10,4,550003,S-shape,True,70.0,29.629629629629626,7.829209789633751e-05
clustered,10,4,550003,Return,True,74.0,37.03703703703704,7.699988782405853e-05
clustered,10,4,550003,Largest Gap,True,60.0,11.11111111111111,7.758289575576782e-05
clustered,10,4,550003,DQN,False,nan,nan,0.026157166808843613
clustered,10,5,550004,Exact,True,62.0,0.0,0.0004498749040067196
clustered,10,5,550004,S-shape,True,74.0,19.35483870967742,7.858313620090485e-05
clustered,10,5,550004,Return,True,86.0,38.70967741935484,7.720803841948509e-05
clustered,10,5,550004,Largest Gap,True,66.0,6.451612903225806,7.66669400036335e-05
clustered,10,5,550004,DQN,False,nan,nan,0.02627733303233981
clustered,10,6,550005,Exact,True,52.0,0.0,0.00033341720700263977
clustered,10,6,550005,S-shape,True,66.0,26.923076923076923,7.854215800762177e-05
clustered,10,6,550005,Return,True,64.0,23.076923076923077,7.67093151807785e-05
clustered,10,6,550005,Largest Gap,True,54.0,3.8461538461538463,7.708417251706123e-05
clustered,10,6,550005,DQN,True,64.0,23.076923076923077,0.006772459018975496
clustered,10,7,550006,Exact,True,44.0,0.0,0.0003288332372903824
clustered,10,7,550006,S-shape,True,66.0,50.0,7.849978283047676e-05
clustered,10,7,550006,Return,True,66.0,50.0,7.650023326277733e-05
clustered,10,7,550006,Largest Gap,True,58.0,31.818181818181817,7.916614413261414e-05
clustered,10,7,550006,DQN,False,nan,nan,0.026426250115036964
clustered,10,8,550007,Exact,True,54.0,0.0,0.0003244169056415558
clustered,10,8,550007,S-shape,True,66.0,22.22222222222222,7.870793342590332e-05
clustered,10,8,550007,Return,True,68.0,25.925925925925924,7.637497037649155e-05
clustered,10,8,550007,Largest Gap,True,58.0,7.4074074074074066,7.758289575576782e-05
clustered,10,8,550007,DQN,False,nan,nan,0.026399708818644285
clustered,10,9,550008,Exact,True,56.0,0.0,0.0006009172648191452
clustered,10,9,550008,S-shape,True,78.0,39.285714285714285,9.483331814408302e-05
clustered,10,9,550008,Return,True,74.0,32.142857142857146,7.966673001646996e-05
clustered,10,9,550008,Largest Gap,True,72.0,28.57142857142857,7.9374760389328e-05
clustered,10,9,550008,DQN,True,74.0,32.142857142857146,0.008030124939978123
clustered,10,10,550009,Exact,True,72.0,0.0,0.0006029168143868446
clustered,10,10,550009,S-shape,True,82.0,13.88888888888889,7.933424785733223e-05
clustered,10,10,550009,Return,True,84.0,16.666666666666664,7.825018838047981e-05
clustered,10,10,550009,Largest Gap,True,72.0,0.0,7.737474516034126e-05
clustered,10,10,550009,DQN,True,84.0,16.666666666666664,0.008879249915480614
clustered,10,11,550010,Exact,True,62.0,0.0,0.00046512484550476074
clustered,10,11,550010,S-shape,True,74.0,19.35483870967742,7.895799353718758e-05
clustered,10,11,550010,Return,True,78.0,25.806451612903224,7.720803841948509e-05
clustered,10,11,550010,Largest Gap,True,64.0,3.225806451612903,7.654167711734772e-05
clustered,10,11,550010,DQN,True,78.0,25.806451612903224,0.008229999803006649
clustered,10,12,550011,Exact,True,64.0,0.0,0.0005301670171320438
clustered,10,12,550011,S-shape,True,78.0,21.875,7.99582339823246e-05
clustered,10,12,550011,Return,True,74.0,15.625,7.750000804662704e-05
clustered,10,12,550011,Largest Gap,True,66.0,3.125,7.783295586705208e-05
clustered,10,12,550011,DQN,True,74.0,15.625,0.007815457880496979
clustered,10,13,550012,Exact,True,48.0,0.0,0.0002714577130973339
clustered,10,13,550012,S-shape,True,62.0,29.166666666666668,7.745763286948204e-05
clustered,10,13,550012,Return,True,68.0,41.66666666666667,7.712515071034431e-05
clustered,10,13,550012,Largest Gap,True,48.0,0.0,7.616681978106499e-05
clustered,10,13,550012,DQN,True,68.0,41.66666666666667,0.007172542158514261
clustered,10,14,550013,Exact,True,54.0,0.0,0.00045891664922237396
clustered,10,14,550013,S-shape,True,74.0,37.03703703703704,7.825018838047981e-05
clustered,10,14,550013,Return,True,92.0,70.37037037037037,7.666740566492081e-05
clustered,10,14,550013,Largest Gap,True,62.0,14.814814814814813,7.737521082162857e-05
clustered,10,14,550013,DQN,False,nan,nan,0.026323374826461077
clustered,10,15,550014,Exact,True,54.0,0.0,0.00033362535759806633
clustered,10,15,550014,S-shape,True,66.0,22.22222222222222,7.7791977673769e-05
clustered,10,15,550014,Return,True,66.0,22.22222222222222,7.716706022620201e-05
clustered,10,15,550014,Largest Gap,True,54.0,0.0,7.595820352435112e-05
clustered,10,15,550014,DQN,True,66.0,22.22222222222222,0.006969250272959471
clustered,10,16,550015,Exact,True,52.0,0.0,0.0003871247172355652
clustered,10,16,550015,S-shape,True,70.0,34.61538461538461,7.895892485976219e-05
clustered,10,16,550015,Return,True,80.0,53.84615384615385,7.88331963121891e-05
clustered,10,16,550015,Largest Gap,True,60.0,15.384615384615385,7.687509059906006e-05
clustered,10,16,550015,DQN,True,80.0,53.84615384615385,0.008439166005700827
clustered,10,17,550016,Exact,True,68.0,0.0,0.0005817078053951263
clustered,10,17,550016,S-shape,True,82.0,20.588235294117645,7.891608402132988e-05
clustered,10,17,550016,Return,True,88.0,29.411764705882355,7.716706022620201e-05
clustered,10,17,550016,Largest Gap,True,68.0,0.0,7.71661289036274e-05
clustered,10,17,550016,DQN,True,88.0,29.411764705882355,0.00927324965596199
clustered,10,18,550017,Exact,True,48.0,0.0,0.00025912467390298843
clustered,10,18,550017,S-shape,True,62.0,29.166666666666668,7.795915007591248e-05
clustered,10,18,550017,Return,True,66.0,37.5,7.687462493777275e-05
clustered,10,18,550017,Largest Gap,True,52.0,8.333333333333332,7.625017315149307e-05
clustered,10,18,550017,DQN,True,66.0,37.5,0.0069782910868525505
clustered,10,19,550018,Exact,True,48.0,0.0,0.0002615419216454029
clustered,10,19,550018,S-shape,True,62.0,29.166666666666668,7.808394730091095e-05
clustered,10,19,550018,Return,True,82.0,70.83333333333334,7.67093151807785e-05
clustered,10,19,550018,Largest Gap,True,48.0,0.0,7.624970749020576e-05
clustered,10,19,550018,DQN,False,nan,nan,0.026342291850596666
clustered,10,20,550019,Exact,True,56.0,0.0,0.0005275830626487732
clustered,10,20,550019,S-shape,True,74.0,32.142857142857146,8.099991828203201e-05
clustered,10,20,550019,Return,True,76.0,35.714285714285715,7.912516593933105e-05
clustered,10,20,550019,Largest Gap,True,66.0,17.857142857142858,7.633399218320847e-05
clustered,10,20,550019,DQN,True,76.0,35.714285714285715,0.008063167333602905
clustered,10,21,550020,Exact,True,70.0,0.0,0.000599707942456007
clustered,10,21,550020,S-shape,True,82.0,17.142857142857142,7.966673001646996e-05
clustered,10,21,550020,Return,True,90.0,28.57142857142857,7.729185745120049e-05
clustered,10,21,550020,Largest Gap,True,70.0,0.0,7.750000804662704e-05
clustered,10,21,550020,DQN,True,90.0,28.57142857142857,0.009514542296528816
clustered,10,22,550021,Exact,True,60.0,0.0,0.000639250036329031
clustered,10,22,550021,S-shape,True,82.0,36.666666666666664,8.312519639730453e-05
clustered,10,22,550021,Return,True,78.0,30.0,7.899990305304527e-05
clustered,10,22,550021,Largest Gap,True,60.0,0.0,7.720803841948509e-05
clustered,10,22,550021,DQN,True,78.0,30.0,0.00829216605052352
clustered,10,23,550022,Exact,True,66.0,0.0,0.0005520419217646122
clustered,10,23,550022,S-shape,True,78.0,18.181818181818183,8.091703057289124e-05
clustered,10,23,550022,Return,True,94.0,42.42424242424242,7.733330130577087e-05
clustered,10,23,550022,Largest Gap,True,66.0,0.0,7.724994793534279e-05
clustered,10,23,550022,DQN,True,94.0,42.42424242424242,0.010059542022645473
clustered,10,24,550023,Exact,True,60.0,0.0,0.0006098747253417969
clustered,10,24,550023,S-shape,True,78.0,30.0,8.533289656043053e-05
clustered,10,24,550023,Return,True,90.0,50.0,7.850024849176407e-05
clustered,10,24,550023,Largest Gap,True,70.0,16.666666666666664,7.837498560547829e-05
clustered,10,24,550023,DQN,True,90.0,50.0,0.009638042189180851
clustered,10,25,550024,Exact,True,52.0,0.0,0.00035683298483490944
clustered,10,25,550024,S-shape,True,66.0,26.923076923076923,7.999967783689499e-05
clustered,10,25,550024,Return,True,66.0,26.923076923076923,7.787486538290977e-05
clustered,10,25,550024,Largest Gap,True,52.0,0.0,7.77500681579113e-05
clustered,10,25,550024,DQN,True,66.0,26.923076923076923,0.006997459102421999
clustered,10,26,550025,Exact,True,50.0,0.0,0.0003954577259719372
clustered,10,26,550025,S-shape,True,70.0,40.0,7.88751058280468e-05
clustered,10,26,550025,Return,True,76.0,52.0,7.783295586705208e-05
clustered,10,26,550025,Largest Gap,True,50.0,0.0,7.704086601734161e-05
clustered,10,26,550025,DQN,True,76.0,52.0,0.008013708051294088
clustered,10,27,550026,Exact,True,48.0,0.0,0.00038445787504315376
clustered,10,27,550026,S-shape,True,70.0,45.83333333333333,7.895799353718758e-05
clustered,10,27,550026,Return,True,88.0,83.33333333333334,7.71665945649147e-05
clustered,10,27,550026,Largest Gap,True,62.0,29.166666666666668,7.66669400036335e-05
clustered,10,27,550026,DQN,False,nan,nan,0.026327792089432478
clustered,10,28,550027,Exact,True,48.0,0.0,0.0003180829808115959
clustered,10,28,550027,S-shape,True,66.0,37.5,7.941573858261108e-05
clustered,10,28,550027,Return,True,68.0,41.66666666666667,7.766671478748322e-05
clustered,10,28,550027,Largest Gap,True,50.0,4.166666666666666,7.716706022620201e-05
clustered,10,28,550027,DQN,True,68.0,41.66666666666667,0.007195166777819395
clustered,10,29,550028,Exact,True,52.0,0.0,0.00032462505623698235
clustered,10,29,550028,S-shape,True,66.0,26.923076923076923,7.849978283047676e-05
clustered,10,29,550028,Return,True,68.0,30.76923076923077,7.804064080119133e-05
clustered,10,29,550028,Largest Gap,True,52.0,0.0,7.699988782405853e-05
clustered,10,29,550028,DQN,True,68.0,30.76923076923077,0.007183582987636328
clustered,10,30,550029,Exact,True,54.0,0.0,0.00038729095831513405
clustered,10,30,550029,S-shape,True,70.0,29.629629629629626,7.754191756248474e-05
clustered,10,30,550029,Return,True,74.0,37.03703703703704,7.750000804662704e-05
clustered,10,30,550029,Largest Gap,True,58.0,7.4074074074074066,7.645785808563232e-05
clustered,10,30,550029,DQN,True,74.0,37.03703703703704,0.007781374733895063
clustered,10,31,550030,Exact,True,56.0,0.0,0.00038745906203985214
clustered,10,31,550030,S-shape,True,70.0,25.0,7.908325642347336e-05
clustered,10,31,550030,Return,True,78.0,39.285714285714285,7.708324119448662e-05
clustered,10,31,550030,Largest Gap,True,60.0,7.142857142857142,7.704086601734161e-05
clustered,10,31,550030,DQN,False,nan,nan,0.02637841599062085
clustered,10,32,550031,Exact,True,64.0,0.0,0.0006467080675065517
clustered,10,32,550031,S-shape,True,82.0,28.125,8.10408964753151e-05
clustered,10,32,550031,Return,True,84.0,31.25,7.866695523262024e-05
clustered,10,32,550031,Largest Gap,True,76.0,18.75,7.82916322350502e-05
clustered,10,32,550031,DQN,True,84.0,31.25,0.009001709055155516
clustered,10,33,550032,Exact,True,70.0,0.0,0.0006502498872578144
clustered,10,33,550032,S-shape,True,82.0,17.142857142857142,8.399970829486847e-05
clustered,10,33,550032,Return,True,94.0,34.285714285714285,7.962482050061226e-05
clustered,10,33,550032,Largest Gap,True,70.0,0.0,7.845787331461906e-05
clustered,10,33,550032,DQN,True,94.0,34.285714285714285,0.010013374965637922
clustered,10,34,550033,Exact,True,56.0,0.0,0.0004810420796275139
clustered,10,34,550033,S-shape,True,74.0,32.142857142857146,8.020922541618347e-05
clustered,10,34,550033,Return,True,88.0,57.14285714285714,7.695797830820084e-05
clustered,10,34,550033,Largest Gap,True,62.0,10.714285714285714,7.675029337406158e-05
clustered,10,34,550033,DQN,True,88.0,57.14285714285714,0.009227083995938301
clustered,10,35,550034,Exact,True,62.0,0.0,0.0005232500843703747
clustered,10,35,550034,S-shape,True,78.0,25.806451612903224,7.645878940820694e-05
clustered,10,35,550034,Return,True,80.0,29.03225806451613,7.54999928176403e-05
clustered,10,35,550034,Largest Gap,True,62.0,0.0,7.54999928176403e-05
clustered,10,35,550034,DQN,True,80.0,29.03225806451613,0.008415624964982271
clustered,10,36,550035,Exact,True,64.0,0.0,0.0005148332566022873
clustered,10,36,550035,S-shape,True,78.0,21.875,7.858360186219215e-05
clustered,10,36,550035,Return,True,86.0,34.375,7.762480527162552e-05
clustered,10,36,550035,Largest Gap,True,64.0,0.0,7.674982771277428e-05
clustered,10,36,550035,DQN,True,86.0,34.375,0.009163250215351582
clustered,10,37,550036,Exact,True,54.0,0.0,0.00045387493446469307
clustered,10,37,550036,S-shape,True,74.0,37.03703703703704,7.808394730091095e-05
clustered,10,37,550036,Return,True,94.0,74.07407407407408,7.724994793534279e-05
clustered,10,37,550036,Largest Gap,True,64.0,18.51851851851852,7.708277553319931e-05
clustered,10,37,550036,DQN,False,nan,nan,0.026241208892315626
clustered,10,38,550037,Exact,True,70.0,0.0,0.0005858750082552433
clustered,10,38,550037,S-shape,True,82.0,17.142857142857142,7.849978283047676e-05
clustered,10,38,550037,Return,True,90.0,28.57142857142857,7.72504135966301e-05
clustered,10,38,550037,Largest Gap,True,70.0,0.0,7.66250304877758e-05
clustered,10,38,550037,DQN,True,90.0,28.57142857142857,0.00946304202079773
clustered,10,39,550038,Exact,True,54.0,0.0,0.00039633316919207573
clustered,10,39,550038,S-shape,True,70.0,29.629629629629626,7.7791977673769e-05
clustered,10,39,550038,Return,True,76.0,40.74074074074074,7.66250304877758e-05
clustered,10,39,550038,Largest Gap,True,54.0,0.0,7.591722533106804e-05
clustered,10,39,550038,DQN,False,nan,nan,0.026165165938436985
clustered,10,40,550039,Exact,True,44.0,0.0,0.00029287533834576607
clustered,10,40,550039,S-shape,True,62.0,40.909090909090914,7.833307608962059e-05
clustered,10,40,550039,Return,True,74.0,68.18181818181817,7.854076102375984e-05
clustered,10,40,550039,Largest Gap,True,50.0,13.636363636363635,7.970817387104034e-05
clustered,10,40,550039,DQN,True,74.0,68.18181818181817,0.007848457898944616
clustered,10,41,550040,Exact,True,70.0,0.0,0.0006151669658720493
clustered,10,41,550040,S-shape,True,82.0,17.142857142857142,7.908372208476067e-05
clustered,10,41,550040,Return,True,80.0,14.285714285714285,7.825018838047981e-05
